review,sentiment
"Качество отличное, доставка 7 дней ",positive
"все соответствует описанию. все очень понравилось и качество отличное. на теле смотрится красиво, также как на фото.",positive
"Ставлю 3 звезды, чтобы магазин заметил отзыв. Пальто хорошего качества, чуть тонковато в рукавах (меньше пуха, чем в самом пуховике.) Это я к тому, что нужно либо что-то поддевать, либо носить максимум в холодную осень в России. Очень приятная ткань, выглядит очень достойно.  С удовольствием бы поставила 5 звёзд! НО! Доставка просто кошмар. Магазин работает с курьерской службой DPD по России, 3 дня подряд приходила смс, что сегодня доставят, будьте дома с 9-18 часов. И каждый вечер приходило смс о переносе доставки. И так три дня подряд, привезли после скандала. Причём курьер даже не звонил перед тем как приехать домой.Почитайте отзывы в Интернете об этой доставки, люди неделями не могут получить посылки и управы на них нет. Уважаемая Артка, измените способы доставки! Сделайте возможность обычной стандартной доставки! Я бы с большим удовольствием сходила пешком километр до Почты, чем связываться с такой курьерской службой!",neutral
красивое платье,positive
"на 48р подошел XXL, сразу же удалила с рукава нашивку, короткую стирку (30мин) на 30-40гр ткань перенесла хорошо, но наполнитель местами сбился в кучки, образовались пустоты, выводы делайте сами, брала за 1070р, но и этих денег жалко, красная цена 500р",neutral
"Платье ужасного качества, очень тонкое, все просвечивает, на вид просто длинная футболка. Заказала несколько вещей у этого продавца и всё на помойку.",negative
"Рубашки сшиты хорошо, аккуратно, но ткань - обыкновенный ситец. Думала поплотнее будет.",neutral
"Швы и кружево- хорошего качества. Заказывала S- рукава как на фото (3/4). За такую цену очень хорошая. На плечах, груди и в талии садится очень красиво. Рекомендую",positive
"Ткань не плохая,а вот сшита очень плохо да ещё жёлтыми нитками.Не советую.",neutral
"Это самый ужасный заказ с Али. Ничего хуже мне еще не приходило. Во-первых доставка ровно 3 месяца!!! Качество, я и не надеялась за 300 руб на что-то сверхестественное. Но размер ХЛ меньше, чем Л. Рубашки короткие, можно носить только с завышенной талией. Швы кривые. 
Девочки, которые написали несколько тысяч отзывов по этим рубашкам и продавцу, Вы вообще в своем уме? В каком месте эти рубашки клевые? Я заказывала, думала летом с шортами надену или в отпуск, но еще сто раз подумаю. В общем моему возмущению нет предела!",negative
"очень понравилась. теплая,мягкая,еще прдарочек положилирезиночка для волос,спасибо большое! на 42-44 подошла м идеально.",positive
"Не советую.Белые полосы тусклые,как грязные.
слишком короткая ,если в школу ,то не берите
на рост 165 вес 50 не советую",neutral
продавец отправил не серые а бардовые леггинсы,neutral
"Заказ был сделан 27.12.17, в Волгоград пришёл 16.01.18. Качеством довольна, цвет прислали какой хотела, все супер, за исключением того, что джинсы в ляхах малы, но это повод начать худеть))) мой размер m, по отзывам подумала что подойдёт m, но получилась вот так, это уже мой косяк, спасибо продавцу, товар советую",positive
"Не понравились леггинсы, не знаю, куда в таких можно пойти. Во-первых, они неэластичные. Во-вторых, они короткие. При этом я не особо высокая, мой пост 168 см. Приседания в них не стоит делать. В-третьих, они просто чудовищно просвечивают, как будто их вообще нет. И вообще они как-то так сели странно, кажется, как будто я вешу тонну и срочно пора худеть.",negative
"Платье чудес по качеству,  цвет правда пришёл ярче,  ближе к красному чем винный",positive
качество кофт отличается!! и размер этой кофты меньше! этой кофтой я недовольна. А другой черной довольна!,negative
Куртка размера XL годится разве что ребёнку - короткая и крошечная. Кое-где видны пятнышки и следы от ржавых кнопок.,negative
размер подошел но качество брюк не понравилось ткань скользкая  в дальнейшем буду тщательнее просматривать отзывы но продавец быстро отправил здесь молодец,neutral
отличные носочки,positive
За 15 дней топ пришёл в Москву. Синтетика.,positive
"Товар пришёл с браком на кофточке, половину суммы вернули, но вся неприятность в том, что мне прислали совершенно другой костюм. Не тот что заказывала и с браком .  Хотели отправить новую кофточку, с той кофтой( другой ) которую продавец вообще забыл положить в посылку. Итог ничего не пришло. Только море смс что мы честный магазин и мы все выслали. А в итоговой перепиской выяснили, что мазан просто ничего не отправлял и предложил мне вернуть деньги за неотправленный товар .  ",neutral
"вместо леггинсов пришли колготки. качество нормальное, но не то",negative
"очень плохое качество, швы не ровные , размер манометр, я была расстроена",neutral
Материал синтетика ,neutral
"Кофточка, хорошенькая, размерная сетка, совпадает. Отдельное спасибо, продавец положил подарочек, серьги",positive
"товар так и не пришел. как только заканчивалась защита заказа,он продлевал и писал,что товар в пути,но прошло около 4 месяцев,а товар так и не пришел! 4 месяца!! буду возвращать деньги!!",negative
"шёл заказ очень долго! не знаю кто виноват, почта или продавец. заказала в июне, пришло в середине сентября. на размер 46-48 L село хорошо, но очень короткая. носить не буду",negative
"Синий пуховик такой же как на фото. Цвет передан очень точно. Размер S оказался прям впритык в рукавах и груди, хотя по жизни я и в XS спокойно влезаю. На что-то толстое уже не наденешь. Ну и ладно. Воротник красиво как на фото застегнуть не удается, но я нашла, куда переместить петельку, чтобы смотрелось еще круче. Доставка за 25 дней.  Очень расстраивает только то, что вся одежда приходит с почты россии со вскрытым, а потом залепленным скотчем пакетом. Вот зе фак?",positive
"на рост 172 короткие, как брюки 7/8",neutral
"ткань не комфортна для сна,ожидала большего",neutral
"Доставка очень быстрая, кофточка супер, советую, плотная и прекрасно сидит",positive
"Просвечивающаяся колющаяся синтетика,даже не полы мыть(шло долго",neutral
"Размер не соответствует размерной сетке. Тесьма которой обработаны швы, разошлась . Размер который пришёл XXL длина по спинке 43, длина от плеча 53,бюст 81, талия 74",negative
"Платья не подошли, хотя у продавца консультировалась по поводу размера. торчат нитки. и запах не приятный. на 56 размер продавец посоветовал взять 6xl разочарована, деньги на ветер.",negative
"В описании написано что пальто зимнее, оно абсолютно осеннее, в нем зимой будет очень холодно.  я заказывала с расчетом что оно действительно зимнее. застежки очень не удобные постоянно растегиваються. Получила то что не описывается в описании! я разочарована.",neutral
тонкие,positive
"К сожалению товар пришел не тот. я заказывала блузку в морском цвете, а пришла белая. очень грустно. но товар пришел очень быстро, даже не ожидала. и продавец положил маленький подарочек- браслетик.",neutral
"Товар на лицо. Одна сторона длиньше другой , у кармана что то торчит белое , видимо резинка , ещё и нитки. Открыла спор, спор не в мою пользу закрыли. Пищу продавцу на что он мне возмущается, написала что обжалую спор, что он мне пишет что я ему угрожаю. Дебил",negative
"Штаны хорошие,но я по своей невнимательности заказала тонкие,а ждала тёплых на флизе.Поэтому будьте внимательны,они не все там тёплые, а только со значком.",positive
не дождалась товар.2 месяца прошло!!!,negative
"Заказала  платье с ремнем!  Платье пришло, а ремень отсутвует. Так что я очень разачерована. Я ведь платила и за платье и за ремень.  Вобщем вот так вот вышло.",negative
"Отличный базовый свитер, приятный к телу, после стирки цвет не изменился, заказала ещё ",positive
"доставка месяц. заказала 2хл, для мамы. пришли леггинсы на ощупь мягкие, хорошие с первого взгляда, но надела она их и по попе по шву пошли дырки. хотя леггинсы не в натяг, в ремне  и в ногах есть даже места. продавец молодец хотел защитить репутацию своего товара, предложил новые леггинсы да еще и следки капроновые положил в подарок. просила проверить их сразу, чтобы дырок не было при растягивании. но увы пришли вторые леггинсы и такие же. в итоге мне вернули деньги. четыри звезды только за отзывчивость продавца",neutral
"Размеры пальто не соответствуют размерной сетки продавца!!! Ошибка на 13 см!!! Деньги после спора не  вернули! Не заказывайте здесь, это обман!!! Поддрежка для разрешения споров Алиэкспрес поддерживает лживых продавцов! Очень недовольна.",negative
"Ну не особо она прям похожа на картинку ) да и на зимнюю не тянет явно. Мех намного короче, вообще я пожалела что заказала, лучше б доплатила и в магазине нормальное пальто купила бы) ",neutral
"Отличный джемпер,очень красиво смотриться, заказ пришел за 26 дней, куурьер доставил до квартиры..!!!",positive
Соотношение цена=качество,negative
"27 дней с момента заказа (3 обработка + 24 доставка). Вместо заявленного ePacket'a продавец отправил сдэк'ом, в пути посылка толком не отслеживалась. Брал жене синее в ""горящих"" за 340р. (с купоном за монеты). В целом пошито хорошо, но на горле 2-й шов спереди не закончен - тупо висит нитка сантиметров 10-12. Ткань под замш, тянется хорошо. Цвет яркий, насыщенный, но красится просто п..дец - пока жена одевала, покрасились руки, лифон, живот. Брал такую же модель в черном цвете у другого продавца дороже на 200р. - оно не красилось от слова совсем. На 90-65-95 S-ка, в целом, села хорошо, но в талии великовата. За эти деньги сойдет.
P.S. жена помаринует платье в тазике, потом отпишусь, будет ли оно краситься.",neutral
товар качественный. пришло быстро. продавца рекомендую!,positive
"Ужасный кусок синтетической тряпки,всё вкривь и в кось,молния даже пол попы не прикрывает.",negative
"крайне недовольна качеством товара. после первой же стирки,полоскание все облезло...смылась чёрная краска...остались белые мыши...а не микимаусы. не советую брать... не красиво....открыла спор. вернули часть денег...",negative
"Лето прошло, платьев так и не было... Печаль беда...",negative
"Доставка в МО ровно 19 дней с момента заказа. Этот фасон мне очень даже подошёл ( хотя, обычно, всё сидит, как на короче седло))). Удобные, комфортные, приятные к телу. Спасибо совету продавца, что заказала 6XL, обычно беру в Али 4XL и то одни велики оказались, 5XL может бы и тоже ничего, но были бы в обтяг. Такая модель должна быть выше щиколоток, но мой рост 155 см и  мне обычная длина. Мой размер 54 см, ОБ и ОТ одинаковые - 110 см, обычно всё штаны с живота скатываются, а эти, благодаря широкой резинке держаться.",positive
"1. Очень долго шел заказ
2. на рост 174 размер 42 -  м взяла - коротковаты, по щиколотку
3. при первой примерке затрещали швы!!! нитки, похоже, гнилые. Карман оторвался сразу..
4. должны обтягивать по фигуре, а впереди образовался пузырь. При условии, что и в талии, и в ногах нормально.
Рублей 100 на али этим легинсам красная цена...",negative
"Кардиган размера S подошёл скорее на 48-50. Очень далеко от картинки, не такой плотный, просвечивает.",neutral
Платье на российский 52 (3ххх). при росте158 длина чуть выше колена,positive
Товар очень хорошего качества и очень быстрая доставка!!!,positive
"Первый заказ у этого продавца был совершенно провальным - прислали футболку не с тем рисунком, не того размера, мужскую вместо женской. На свой страх и риск заказала второй раз, т.к. хогвартские футболки мало где можно купить. Ну что ж, на этот раз хотя бы 2 из 3 пунктов совпали. Рисунок тот, размер тот, но футболка мужская! То есть рукава чуть ли не до локтя, в подмышках провисает, в общем, не везде такую можно носить, но для компании друзей сойдет. Продавца не рекомендую категорически. Уже второй блин комом. И ведь специально в этот раз не только нужные галочки выбрала, но и приписку сделала в сообщении ""Ravenclaw, white, woman, size M"". Видимо, третье слово продавец не перевел.",negative
"блестит, как 
будто утюгом сожгли. на свой 42-44 заказала м. маленькая и короткая. есть запах.",negative
"ткань синтетика, но приличная. пришло быстро.",positive
"синтика в составе очень чувствуется, нога потеет и в носке скрипит в обуви(1 раз с таким сталкиваюсь). резинка ооочень давит на ногу.",neutral
"Шапочку получили! Классная, ушки прикольные! Мерила на обоих дочек (3 года и 10 лет) обоим очень классно! Спасибо огромное за такую милоту!",positive
"ДОСТАВКА МЕНЬШЕ МЕСЯЦА В КРАСНОДАРСКИЙ КРАЙ. ЦВЕТ НЕ ТАКОЙ ЯРКИЙ,КАК НА КАРТИНКЕ, ПОЯС ПРИШИТ ВЫСОКО,СОСТРОЧЕН ИЗ ДВУХ ЧАСТЕЙ НЕАККУРАТНО.  САМО ПЛАТЬЕ НИЧЕГО,НОРМАЛЬНОЕ, ТКАНЬ ПОХОЖА НА ШТАПЕЛЬ.  НА ОГ 103-105  БЕРИТЕ  4XL . А ЕСЛИ ЛЮБИТЕ СОВСЕМ СВОБОДНО, ТО МОЖНО И 5XL.",neutral
На очках царапина и носить их теперь не получится ,neutral
"покупкой не довольна. заказывала черно-белую, пришла красно-белая. красный мой самый нелюбимый цвет. очень жаль потраченных денег",negative
"материал похож на хлопок, но это синтетика.  ещё не надевала, но думаю, что тело в ней не дышит. Заказала размер L на свой 46. впритык, но у меня грудь большая. посылка шла 1,5 месяца.",neutral
"Это мой лучший заказ на Али. Жилет бесподобный !!!! Был бы еще размер 2хl , была бы вообще вышка. Спасибо продавцу, доставка очень быстро, все отслеживалось. Я очень довольна, еще  и за такие деньги (540 р) !!! Девушки, берите-не пожалеете.",positive
Товар пришёл не качествннный . Какие то разводы . После стирки не прошли ,neutral
большие заказывал M пришел L,positive
"Синтетика, синтетика и еще раз синтетика",neutral
"Ужасная юбка. Пришлось сразу выкинуть. Непонятно на кого сшита. Брала S. Бедра у меня 89 см, талия 64 см. В бедрах еле пролезла, а в талии ещё один человек может поместиться. ",negative
"Товар не пришёл, не отслуживался, продавец  отказался вернуть деньги. Очень плохо",negative
"Торчат везде нитки, качество синтетика, пришла вся грязная, большой размер",neutral
"One size означает на мелкого человека, где-то 44 размер в рашке",neutral
"очень классная и удобная футболка, рекомендую)",positive
Брак. Продавец не уважает покупателя.,negative
"Не зимнее. Тонкое, совсем легкое. Начало осени максимум. Размер не подошел - в груди узко (ОГ у меня 81см). А в бедрах широко (ОБ у меня 87см)!",negative
"Рекомендую. трек отслеживался, доставка на 4 с минусом, упаковано  добротно. Качество отл за такие деньги. позже дополню фото",positive
"Качество ужасное, короткое и цвет и по внешности отличается",neutral
"Была дырка в боку на поясе. Поздно заметили. Пришлось зашить. Вонючие, как будто хранились в плесневом сыром подвале.",neutral
"Качество ужасное, из рукава висела длинная синтетическая нитка, запах от кофты ужасный химический, похоже что после стирки сядет. Шла посылка больше двух месяцев, уже перестала отслеживаться. Размер оказался маловат, хотя заказала свой. ",negative
Синтетика,neutral
"заказ не пришел,защита истекла,если так и не придет и деньги не вернут ,то звезду оставлю одну попрежнему",negative
не соответствует размерной сетке,negative
"Короче, я не понимаю, кто мог нахваливать такое дерьмо.....Видимо, с такой глухомани, что слаще морковки ничего не жрал. Слава Богу, что не стала испытывать судьбу и купила платье для Новогоднего вечера в другом месте. Бегите от этого продавца, который не то, что не советовал, а разместил совершенно другие параметры. Я пыталась с ним связаться, написал только тогда, когда заказ уже был в Москве. Постараюсь впарить с Авито каким - нибудь таджико-узбекам, которые у нас в Москве драют полы, платье для них. Полное Г ",negative
too fuky short,negative
Отличное качество ,positive
"платье пришло грязное, причем в краски. спор открыла. толка не было, али решило что я должна отправить обратно в китай... короче жесть...",negative
"Отвратительно! Прислали не тот цвет и размер! Открыла спор,продавец принял,но товар нужно вернуть,отправила,вобщем три месяца длилась эта канетель,продавец не подтвердил получение в итоге я без платья без денег, с жутким осадком,хотя не виновата не в чем,имейте в виду не дай бог ,продавцу вы фиг чего докажете,наглые,первый раз столкнулась с таким",negative
"В описании хлопок. Но это не хлопок. Это синтетика как у дешёвых лосин. Увы, размер S оказался велик на рост 168 вес 50. Претензий к продавцу глобально не имею. Но хлопок - это хлопок. ",neutral
"Шла куртка почти месяц, я заказывала у другово продавца такую же только цвет другой был и цена дороже, есть отличия эта куртка очень тонкая и маленькая заказала 3хl, думала подойдёт, потому что я заказывала 2xl она в груди маловата была, я заказала 3xl думала точно уже кокос будет, а она её меньше была и очень тонкая и качество хуже чем я заказывала у другово продавца",neutral
"Заказала xl - а они и женская и мужская одинаковые, женская мне на 44 размер как раз, ну а на мужа мала",neutral
"Продавец отправил товар... Но отслуживался товар не в России, а в Израиле. Кто ошибся, я не знаю, но продавец утверждал, что он точно знает, что товар вот вот приедет. В итоге так прошло 3 месяца, а дальше защита закончилась, но начались переписки уже в споре, подождите, скоро товар придёт. И зарплаты в Китае маленькие.... теперь жду деньги. Теперь, прежде чем заказываю всегда читаю отзывы, если продавец так ведёт себя, значит это повторится. Никому не советую связываться с этим продавцом.",negative
супер!! на мою L сели идеально!,positive
ппппппппппппполддддд,neutral
"пришла ""модная куртка"" другого размера...так еще и пятно какое то страшное...открыла спор - деньги вернули, хоть на этом спасибо...",negative
"ужасные штаны, очень огромные.",neutral
"Я заказала L и мне пришел самый маленький размер , я взрослая девушка , а мне пришла рубашка на пупса .....",negative
"ткань просвечивает и цвет сероватый, а не белый.",neutral
"Ну платье по качеству так себе... довольное тонкое, швов про краям нет, просто кусок отрезанной ткани. Для дома супер, на выход как-то сомнительно. Жаль потраченных денег(",neutral
"Товар пришёл с небольшим браком , но вопрос с продавцом был решён ",neutral
"Хорошая юбка, длина нормальная, правда немного тонкая. На весну .Заказом довольна. Советую вам этого продавца и товар",positive
"не понравилось, на фото смотрится лучше, размер маленький, не соответствует описанию",negative
"нормально, не огонь, но пойдет",neutral
"Абсолютная синтетика, даже стремно одевать. Плюсы в том что дошло быстро и размер совпал",negative
за эти деньги хорошо,positive
пришло относительно быстро,positive
очень хорошая коыточка! подошла по размеру! больше спасибо,positive
Заказом довольна.Спасибо.,positive
Картинка не соответствует реальности,negative
"Куртка огромная. На ОГ 89 и ОБ 93, я в ней просто утонула. На рост 160, рукава длинные. Деньги не вернули, даже часть. Не рекомендую.",negative
ну что сказать заказала 06.06.получила трек который не отслеживался.открыла спор 24.07.сразу вернул деньги.,negative
"ПРИШЕЛ БРАК, СПОР ЗАКРЫЛИ , НИЧЕГО НЕ ВЕРНУЛИ",negative
Проблемы видны по фото,negative
"быстрая доставка, до СПб за 2 недели, куртка мне совершенно не понравилась, тонюсенькая, скорее на прохладное лето, 6XL максимум на размер 54 и то, не знаю, влезет ли туда свитер, цвет скорее коричневый, мешочек для куртки маленький, из серии развлечений ""попробуй впихни"", еще надо постараться, на рост 168 длина не такая как на фото, только закрывает заднее место, рукав на пределе, не понимаю восторгов моих предшественников.",neutral
"Свитер мне моловат,хотя выбирала размер в соответствии с отзывами покупателей(ог95от79об93),голова вообще еле пролезает в горловину.А так запаха нет,ниток тоже.Соответстует своей цене.",neutral
"Не пришёл, вернули деньги",positive
"само платье разочаровало- трикотажная синтетическая тряпка. В магазине никогда бы не купила. сам материал тонкий, к телу приятный, но липнет к колготкампосле антистатика. пахнет платье ужасно, надеюсь после стирки выветрится. 
посылка пришла фирмой Сдэк. никакого курьера, езжайте в другую часть города за заказом . заказ от златова , приехали за заказом, в его нет! Вы его уже забрали!- сообщили нам! короче долгие звонки в Москву и разбираловки- нашли через пару дней. И теперь у меня есть новое домашнее платье!",negative
"майка не понравилась, ткань не хлопок а синтетика, будет скатываться это факт. рисунок не такой оригинальный как на фотографии. размер странный короткая но широкая. на толстого карлика может? в общем за качество и за рисунок и за размер.. ай да за все короче 2 звезды. не буду носить ее. смоирится дешевкой из секондхенда. жалко 700 руб. почти.",negative
"Рубашка не соответсвует представленному фото - другая форма и длина рукава, другой низ... в общем мне рубашка не подошла, хотя судя по отзывам - люди закрывают на это глаза. Написала продавцу о том, что товар не соответствует описанию и чтобы он выслал соответствующий товар, а при отсутствии такого вернул деньги. Продавец написал, что я должна вернуть товар и тогда он вернёт деньги, на условие о его оплате стоимости пересылки он не согласился. Открыла спор, по решению AliExpress деньги возвращены. Продавец просил поменять причину спора с ""товар не соответствует описанию"" на ""товар больше не нужен"" - ни в коем случае не соглашайтесь на это - при доступном трёх номере, вас обяжут вернуть вещь, а из России бесплатной доставки нет. ",neutral
"Очень хорошая водолазка! Пошита аккуратно, нитки не торчат, к телу очень приятная)",positive
"Низ платья кривой. В плечах топорщится, вытачки расходятся, спереди застрочены не правильно. Пояс разной ширины. И этот колхоз ещё я должна была отправить обратно!",neutral
Свитер очень маленький. На худенькую девочку лет десяти.,negative
"Мягкая и удобная, очень рада данной покупуи",positive
"пришла с нитками торчащими и еще пара страз отвалилось и остался клей, а одна большая страза вся в клею и ее никак не снять с шапки(((( жалко",neutral
"Пришло очень быстро! Качество супер! Дизайн классный, рукава просто шик! Спаасибо большоЕ!!!!",positive
Отвратительная вещь! Хочу уже просить деньги обратно! Очень разочарована! Я такие некачественные вещи уже давно не видела! Совершенно не то что на картинке. Ужасный покрой проймы и воротника. Ничего в этом магазине никогда не буду брать. Я возмущена - как можно такое продавать людям!,negative
"на окружность бедер 100 взяла размер L, сели отлично",positive
"Очень красивая юпка! Описание соответвует. Ткань очень плотная , но тянется хорошо. на рост 170 вес 56 брали s , подошло идеально! пришло быстро, трек отслеживался.",positive
"Хорошие футболки! Хорошое  качество! Все швы ровные и аккуратные. Печать яркая и четкая! Единственное , показалось ,что чуть меньше размер.",positive
"прилетела за 2 недели. мягкая,приятная к телу. на свой м взяла размер л. длинна и рукава ок,немного большевата в плечах",positive
"Толстовка очень широкая, хотя и мой размер. Рукава короткие. Я не довольна заказом. Заказ пришел быстро.",negative
нн моответствует размеру. при маркировке XXL реально М. из шва торчит бахрома.,neutral
5xl это на 58  размер,negative
"товар не получила, обещали вернуть деньги, я так хотела пиджак, трек не отслеживался.Обидно когда так происходит.",negative
"Принт отпечатывается на спину, да так что просвечивается, выглядит из-за этого некрасиво. Открыла спор, продавец общительный, вернул деньги, спасибо.  Шло до Москвы 3 недели ",negative
Майка плохого качества. после первой ручной стирки всё полиняло((((,neutral
"Качество среднее, думала будет лучше.Сетка смущает, на фото она красивее",neutral
"Цвет полностью совпадает с фотографией. Пришлось обрезать торчащие нитки, ткань очень тонкая, хотя материал приятный и недорогой цене соответствует. размер подошел.",neutral
один раз одела и весь в шеверюшках,neutral
"Arrived fast, as described, love it! I will order again",positive
"В первый раз заказала качество пришло супер, но с затяжками. Открыла спор деньги не вернули. Ну думаю ладно, качество очень понравилось, заказала второй раз. Второй заказ пришёл без затяжек, но качество плохое и запах не проходит даже после стирки. ",negative
"На 42-44 размер л,рукава не короткие,а вот длина самой кофты еле кле закрывает живот,швы обработаны не очень хорошо,фото прикреплю позже ",neutral
куртка пришла. Совсем не то что ожидала. она не приталина вообщем как мешок. На картинке вообще другая куртка.,neutral
"качество хорошее.
  С размером не угадала, хотя это только моя вина. нужно внимательно читать таблицу размеров.",positive
"Мне с покупкой не повезло. Платье ужасно красится и сшито ужасно. Один бок шит правильно, а другой завышен.",negative
"Рубашка пришла бракованая, с одной стороны не прошит. Открыла спор , деньги вернули.",neutral
"И швы хорошие, ткань вполне неплоха, доставка быстрая, НО блузка не соответствует заявленному размеру. Как минимум на пару размеров меньше заявленного.",neutral
Кофта пришла с браком. Хотя заказала уже второй раз,negative
"Ткань плотная, отличная, приятная к телу, не колется. Размер на мой 44-164 идеально. Запаха нет. Пришла посылка быстро.",positive
"на М (42-44), заказала М, ну токо-токо, заказывайте Л! Не меньше, либо М, либо Л.",positive
"платье пришло с браком ,был брак ...часть денег вернули,за это 5",positive
"Товар не пришёл , 1000 раз просила вернуть деньги , продавец игнорирует ! Не рекомендую !",negative
"Покупкой разочарована, при вскрытии пакета оттуда высыпалась горсть белых крошек- неприятно. Взяла размер Л, рукава и длина нормальные, плечи огромные, смотрится нелепо. Если бы взяла размер поменьше, было бы коротко. В итоге одевать такую вещь можно разве что дома ",negative
"На свой рост 164 см 49 кг, брала размер М. Блузка подошла идеально, плечи на месте, местами нитки конечно торчат, но их можно убрать, главное ничего не распускается. Ткань хлопок действительно. Товаром довольна) Советую заказывать!) Продавцу успехов в работе!!)) Спасибо!)",positive
Идеально на рост 160. Остальное коротко. Качество отличное,positive
заказ не пришел деньги вернули,neutral
"платье очень красивое, материал плотныйи хорошо тянется, село очень хорошо, доставка молниеносная, закажу еще",positive
"Футболка то сама норм. А вот продавец. Заказывала 31 августа, пришла 29 ноября.  2 раза открывала спор. Первый раз спустя 2 месяца, когда продавец сказал, что такой футболки (которую я оплатила) уже нет и давайте мы вам пришлём другую. Согласилась, но очень возмутилась. Спустя 2 месяца прислали другую футболку. Отвратительно неуважительно относятся к покупателям. Не советую.",negative
